"","Natureza","Jan","Fev","Mar","Abr","Mai","Jun","Jul","Ago","Set","Out","Nov","Dez","Total","delegacia_id"
"2312","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2313","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2314","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2315","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2316","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2317","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2318","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2319","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2320","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2321","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2322","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2323","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,935
"2324","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2325","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2326","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2327","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2328","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2329","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2330","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2331","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2332","LESÃO CORPORAL DOLOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2333","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2334","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2335","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2336","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2337","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2338","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2339","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2340","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2341","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2342","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2343","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2344","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2345","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2346","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,916
"2347","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2348","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2349","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2350","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2351","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2352","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2353","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2354","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2355","LESÃO CORPORAL DOLOSA",0,0,0,0,0,0,0,2,8,0,0,0,10,900
"2356","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2357","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2358","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2359","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2360","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2361","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2362","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2363","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2364","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2365","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2366","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2367","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2368","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2369","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,900
"2370","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2371","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2372","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2373","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2374","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2375","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2376","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2377","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2378","LESÃO CORPORAL DOLOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2379","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2380","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2381","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2382","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2383","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2384","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2385","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2386","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2387","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2388","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2389","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2390","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2391","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2392","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,1476
"2393","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2394","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2395","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2396","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2397","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2398","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2399","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2400","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2401","LESÃO CORPORAL DOLOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2402","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2403","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2404","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2405","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2406","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2407","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2408","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2409","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2410","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2411","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2412","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2413","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2414","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2415","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,773
"2416","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2417","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2418","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2419","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2420","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2421","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2422","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2423","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2424","LESÃO CORPORAL DOLOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2425","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2426","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2427","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2428","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2429","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2430","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2431","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2432","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2433","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2434","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2435","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2436","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2437","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2438","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,772
"2439","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2440","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2441","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2442","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2443","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2444","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2445","TENTATIVA DE HOMICÍDIO",0,1,0,0,0,0,0,0,0,0,0,0,1,771
"2446","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2447","LESÃO CORPORAL DOLOSA",0,1,0,0,2,2,1,0,2,0,1,0,9,771
"2448","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,1,0,1,0,0,0,0,0,0,2,771
"2449","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2450","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2451","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2452","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2453","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2454","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2455","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2456","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2457","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2458","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2459","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,771
"2460","FURTO - OUTROS",8,4,2,11,10,5,2,3,3,6,0,2,56,771
"2461","FURTO DE VEÍCULO",0,1,0,2,2,0,0,0,1,1,2,0,9,771
"2462","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2463","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2464","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2465","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2466","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2467","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2468","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2469","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2470","LESÃO CORPORAL DOLOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2471","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2472","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2473","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2474","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2475","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2476","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2477","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2478","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2479","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2480","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2481","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2482","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2483","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2484","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,764
"2485","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2486","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2487","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2488","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2489","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2490","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2491","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2492","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2493","LESÃO CORPORAL DOLOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2494","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2495","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2496","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2497","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2498","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2499","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2500","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2501","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2502","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2503","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2504","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2505","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2506","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2507","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2508","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2509","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2510","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2511","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2512","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2513","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2514","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2515","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2516","LESÃO CORPORAL DOLOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2517","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2518","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2519","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2520","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2521","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2522","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2523","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2524","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2525","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2526","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2527","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2528","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2529","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2530","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2531","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2532","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2533","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2534","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2535","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2536","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2537","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2538","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2539","LESÃO CORPORAL DOLOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2540","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2541","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2542","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2543","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2544","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2545","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2546","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2547","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2548","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2549","ROUBO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2550","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2551","ROUBO DE CARGA",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2552","FURTO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2553","FURTO DE VEÍCULO",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2554","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2555","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2556","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2557","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2558","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2559","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2560","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2561","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2562","LESÃO CORPORAL DOLOSA",0,1,0,0,0,0,0,0,0,0,0,0,1,6
"2563","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2564","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2565","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2566","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2567","TOTAL DE ESTUPRO (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2568","ESTUPRO",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2569","ESTUPRO DE VULNERÁVEL",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2570","TOTAL DE ROUBO - OUTROS (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2571","ROUBO - OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,6
